title,chapternumber,eyes,comment,heart,kind,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16
Mặt Nạ Tà Ác,1,3006,25,248,Action,Comedy,Drama,School Life,Sci-fi,Supernatural,,,,,,,,,,,
Yama No Susume Clash House Summer Style,1,3006,4,36,Doujinshi,Ecchi,,,,,,,,,,,,,,,
Cu-cu-cute!,9,3004,3,32,Manga,,,,,,,,,,,,,,,,
Elhanburg no Tenshi,5,3004,3,33,Historical,Ngôn Tình,Psychological,Romance,Shoujo,Supernatural,,,,,,,,,,,
NagaBon,1,2998,9,46,Doujinshi,Drama,,,,,,,,,,,,,,,
Oukoku no Ko,11,2997,16,21,Drama,Gender Bender,Historical,Josei,Mystery,,,,,,,,,,,,
Dấu Chân Hạnh Phúc,1,2997,6,28,One shot,,,,,,,,,,,,,,,,
Lonesome Eden,5,2996,2,14,Adult,Manhua,Romance,,,,,,,,,,,,,,
CS + CF hài,5,2995,1,9,Comedy,Comic,,,,,,,,,,,,,,,
Harley Quinn,2,2994,1,10,Action,Supernatural,,,,,,,,,,,,,,,
Hachi,4,2994,2,10,Action,Horror,Seinen,Supernatural,,,,,,,,,,,,,
International,5,2993,2,20,Comedy,Drama,School Life,Slice of Life,,,,,,,,,,,,,
Liz Climo's Short comics Collection,8,2993,4,27,Comedy,Comic,Slice of Life,,,,,,,,,,,,,,
Niraya,5,2992,1,2,Action,Supernatural,,,,,,,,,,,,,,,
Future Trunks's story,4,2992,2,5,Action,Comedy,Doujinshi,,,,,,,,,,,,,,
Thế Giới Ngọc Rồng Fusion Reborn,1,2990,1,19,Action,Adventure,Comedy,,,,,,,,,,,,,,
King Of Fighter Kyo,9,2989,1,8,Action,Fantasy,Martial Arts,Shounen,Supernatural,,,,,,,,,,,,
Magical Jxr,2,2989,4,40,Comedy,Drama,Fantasy,Manhwa,Ngôn Tình,Romance,Shoujo,Supernatural,Việt Nam,,,,,,,,
Pokemon - Dating a Team Magma Grunt (Doujinshi),2,2989,4,21,Adventure,Comedy,Manhwa,Romance,,,,,,,,,,,,,
Bắc Đẩu Thần Quyền Rei Gaiden,5,2987,2,14,Action,Adventure,Manga,Martial Arts,,,,,,,,,,,,,
fukanzen shinsei kikan iris,2,2987,5,116,Comedy,Harem,Romance,School Life,Sci-fi,Shounen,Supernatural,,,,,,,,,,
The Garden,7,2985,1,5,Manga,,,,,,,,,,,,,,,,
Tsuki to Himawari,1,2984,8,75,Romance,School Life,Shoujo,,,,,,,,,,,,,,
Thanh Không Chi Hạ,4,2984,10,33,Manhua,,,,,,,,,,,,,,,,
Thú Nguyên Truy Kích,0,2982,11,193,Action,Fantasy,Horror,Manhua,Supernatural,,,,,,,,,,,,
Kakusansei Million Arthur - Gunjou no Shugosha,4,2979,4,54,Action,Fantasy,Manga,Shounen,,,,,,,,,,,,,
Kamisama Onegai!,2,2978,2,15,Shoujo Ai,Shounen,Slice of Life,,,,,,,,,,,,,,
Con Đường Kỳ Bí,3,2977,4,18,Drama,Horror,Manhua,Mystery,Supernatural,,,,,,,,,,,,
Ai đó ta từng quen,8,2977,2,19,Comedy,Romance,Slice of Life,Thiếu Nhi,,,,,,,,,,,,,
Thâm Uyên Biên Cảnh (The border of the abysm),1,2975,4,33,Adventure,Comedy,Horror,Sci-fi,Supernatural,,,,,,,,,,,,
Mahou Tsukai No Oshigoto,1,2973,3,57,Comedy,Fantasy,Supernatural,,,,,,,,,,,,,,
Wonder Woman,7,2972,2,1,Action,,,,,,,,,,,,,,,,
When You Wish Upon a Star,1,2971,10,75,Comedy,Drama,One shot,Romance,School Life,Shounen,Slice of Life,Supernatural,,,,,,,,,
SHIMAKAZE NO OTEGARU HIESHOU TAISAKU,1,2970,7,54,Ecchi,Manga,One shot,,,,,,,,,,,,,,
Inukai x Tribe,1,2970,6,91,Action,Harem,Ngôn Tình,Romance,School Life,Shoujo Ai,Shounen,Shounen,Supernatural,,,,,,,,
Anh Là Của Ai,5,2970,1,13,Shoujo,Thiếu Nhi,,,,,,,,,,,,,,,
Cẩm Y Hành,3,2969,5,10,Action,Manhua,,,,,,,,,,,,,,,
Kowamote Kawamote,3,2969,10,44,Comedy,Slice of Life,,,,,,,,,,,,,,,
Hana Samurai No Sahara,4,2968,4,27,Action,Sci-fi,Shounen,,,,,,,,,,,,,,
Akai Ito (TSUKUBA Sakura),1,2967,7,45,Shoujo,Shoujo Ai,Shounen,Shounen Ai,,,,,,,,,,,,,
Thiên Thần Mì Ăn Liền,1,2966,18,57,Comedy,Manhua,Mystery,Ngôn Tình,School Life,Shoujo,,,,,,,,,,,
Hua Cao Guan Xi,12,2964,4,18,Gender Bender,Manhua,Ngôn Tình,Romance,School Life,Shoujo,,,,,,,,,,,
Pixy Gale,8,2960,5,21,,,,,,,,,,,,,,,,,
Tau,4,2949,2,24,Fantasy,Romance,Shoujo,,,,,,,,,,,,,,
Một ca ra đích yêu,1,2947,10,126,Manhua,Ngôn Tình,,,,,,,,,,,,,,,
Kidou Senshi Gundam UC 0094 - Across The Sky,1,2942,3,42,Action,Manga,Mecha,Sci-fi,,,,,,,,,,,,,
Window,1,2942,8,10,,,,,,,,,,,,,,,,,
Itaike na Bokura,3,2941,3,13,Manga,,,,,,,,,,,,,,,,
SMITE: The Pantheon War,3,2940,1,16,Action,Adventure,Comic,Fantasy,Historical,Supernatural,,,,,,,,,,,
Arbor,1,2938,15,55,Fantasy,Mystery,Slice of Life,,,,,,,,,,,,,,
Mono (Afro),1,2938,10,105,Adventure,Comedy,School Life,Seinen,Slice of Life,,,,,,,,,,,,
Chiếc Ghế Màu Xanh,4,2938,3,10,Comedy,,,,,,,,,,,,,,,,
Gakuen Heaven: Revolution,21,2933,4,21,Drama,Harem,School Life,Shoujo,Shoujo Ai,Shounen,,,,,,,,,,,
Monokuro Kinderbook,7,2929,1,10,Drama,Psychological,Seinen,Slice of Life,,,,,,,,,,,,,
Onaji Sora Wo Miteiru,0,2926,4,42,Drama,One shot,Romance,School Life,Tragedy,,,,,,,,,,,,
Grand Theft Auto - Vice City Mod Sasuke,1,2925,17,6,Action,Adventure,Comic,Fantasy,Horror,,,,,,,,,,,,
5 Minutes With You At A Convenience Store,2,2923,15,473,Comedy,Manga,Romance,Slice of Life,,,,,,,,,,,,,
The New 52 - Nightwing,12,2923,0,1,Comic,,,,,,,,,,,,,,,,
Trường Thành Thủ Vệ Quân - Vương Giả Vinh Diệu,1,2922,5,71,Action,Adventure,Drama,Fantasy,Historical,Manhua,Martial Arts,Mystery,Trinh Thám,,,,,,,,
Noboru Kotera-san,3,2921,2,27,Romance,School Life,Seinen,Sports,,,,,,,,,,,,,
CONSTANTINE,4,2919,1,9,Action,Comic,,,,,,,,,,,,,,,
Purple everyday of Lulu,1,2917,10,34,Adventure,Comedy,Manhwa,Supernatural,,,,,,,,,,,,,
Little Star,1,2917,6,21,One shot,,,,,,,,,,,,,,,,
Bàn Tay Ma Quỷ,1,2917,11,14,Action,Horror,Manhua,Supernatural,,,,,,,,,,,,,
Đắm chìm trong tình yêu,3,2914,4,14,Comedy,Romance,,,,,,,,,,,,,,,
Máy Thời Không,1,2913,13,139,Action,Manhwa,Xuyên Không,,,,,,,,,,,,,,
Chuyện tình kỳ ảo,3,2910,8,24,Comedy,Romance,,,,,,,,,,,,,,,
Dynasty Warrior - Tam Quốc Vô Song,2,2909,1,8,Action,Manhua,Martial Arts,,,,,,,,,,,,,,
Vulcan,1,2909,9,59,Action,Drama,,,,,,,,,,,,,,,
Sabrina,0,2909,5,4,Fantasy,Horror,One shot,,,,,,,,,,,,,,
Thứ gì sẽ khiến cho bạn mạnh tay giết chết,1,2907,13,38,Action,One shot,,,,,,,,,,,,,,,
Rain Train,1,2906,9,39,Drama,One shot,Psychological,,,,,,,,,,,,,,
Shinitai Flan,1,2906,15,25,Doujinshi,One shot,Psychological,,,,,,,,,,,,,,
Halo - Helljumper | Phi Ngục Tổ,5,2905,1,23,Action,Action,Adult,Adventure,Adventure,Comic,Mature,,,,,,,,,,
Hal,4,2904,1,12,Action,Manga,,,,,,,,,,,,,,,
Yomitai Hon wa Nai Keredo,1,2900,13,193,Comedy,Romance,Shounen,Slice of Life,,,,,,,,,,,,,
Angel Game: Sayonara to Mirai no Kakera,5,2898,2,23,Horror,Mystery,Psychological,,,,,,,,,,,,,,
Đương Thần Bất Thuận,1,2896,13,115,Action,Adventure,Comedy,Fantasy,Martial Arts,Shounen,,,,,,,,,,,
Black Rock Shooter-Chan,6,2895,1,36,Comedy,Fantasy,Shounen,Slice of Life,,,,,,,,,,,,,
after the child sleeps,1,2895,3,23,Adult,Manga,Romance,,,,,,,,,,,,,,
Siêu người máy - Zero/six,3,2895,2,15,Comedy,Ecchi,Fantasy,Mature,Psychological,Romance,School Life,Sci-fi,Tragedy,,,,,,,,
Fujiko's Bizarre Worldly Wisdom -Whitesnake's Miscalculation,1,2894,23,170,Comedy,Manga,Mystery,One shot,Psychological,Shounen,Supernatural,,,,,,,,,,
KHR 6996 Short Doujinshi,3,2894,1,12,Comedy,Doujinshi,Romance,Slice of Life,,,,,,,,,,,,,
Number Five,9,2894,1,8,Action,Adventure,Manga,Psychological,Sci-fi,Seinen,,,,,,,,,,,
Toilet ga Hanako-san,0,2893,6,34,Comedy,One shot,Shounen,,,,,,,,,,,,,,
The Flash: Rebirth,6,2892,2,5,Action,Adventure,Comic,Mystery,Sci-fi,,,,,,,,,,,,
Futaba-kun Change!,37,2891,2,35,Manga,Romance,School Life,,,,,,,,,,,,,,
Colorful Life,2,2891,7,33,Comedy,Romance,School Life,Shounen,Việt Nam,,,,,,,,,,,,
Soredemo kimi ga,1,2891,3,41,Ngôn Tình,One shot,Romance,Shoujo,Shoujo Ai,,,,,,,,,,,,
Katekyo! Dj – Chocolate Fondue,0,2891,10,36,Shoujo Ai,Shounen,,,,,,,,,,,,,,,
Ninohime no Monogatari,2,2890,8,23,Action,Adult,,,,,,,,,,,,,,,
Wavering Mind,1,2887,4,33,Ngôn Tình,One shot,Romance,Shoujo,Shoujo Ai,Slice of Life,,,,,,,,,,,
Utakata Dialog,1,2887,7,103,Comedy,Manga,Romance,School Life,Shoujo,Slice of Life,,,,,,,,,,,
Hắc Bạch Vô Thường,3,2887,4,17,Action,Adventure,Comedy,Shounen,Supernatural,,,,,,,,,,,,
Sora no Yousei,1,2884,7,51,Fantasy,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,,
Câu Chuyện Bí Mật Ở Con Phố Thứ 3,1,2884,9,178,Comedy,Historical,Manga,Shounen,Slice of Life,,,,,,,,,,,,
T-Boy,2,2883,9,12,Action,Comedy,,,,,,,,,,,,,,,
Sayonara Boku no Princess,2,2883,3,37,Manga,,,,,,,,,,,,,,,,
[ Khr Doujinshi ] D18 - Bed Of Rose,1,2883,0,17,,,,,,,,,,,,,,,,,
IWAIHIME,2,2880,1,56,Horror,Mystery,Psychological,Romance,Seinen,Supernatural,,,,,,,,,,,
Ô Long Viện Tiền Truyện,1,2879,5,51,Comedy,Manhua,,,,,,,,,,,,,,,
Thảm Họa Sóng Thần,5,2877,3,10,Fantasy,Horror,Sci-fi,Shounen,,,,,,,,,,,,,
Tận cùng bóng tối,11,2874,10,46,Action,Drama,Martial Arts,Shounen,,,,,,,,,,,,,
DOTA2 - Defense of The Ancients,5,2874,5,16,Adventure,Fantasy,Manhua,Mystery,,,,,,,,,,,,,
X-Men- Battle of the Atom (2013),9,2873,1,5,Action,Adventure,Comic,Fantasy,,,,,,,,,,,,,
Hải Hổ The Beginning,2,2872,1,11,Action,Adventure,Manhua,Sci-fi,,,,,,,,,,,,,
Ojiichan wa Shounen Tantei,8,2871,1,13,Adult,Comic,Horror,Manga,Martial Arts,Sci-fi,,,,,,,,,,,
Cinderella Lessons,1,2867,2,20,Drama,Manga,Romance,,,,,,,,,,,,,,
The Final Days of Superman,3,2867,0,8,Action,Comic,Supernatural,,,,,,,,,,,,,,
Đại Đường Trừ Yêu Sư,4,2865,1,41,Action,Comedy,Fantasy,Manhua,Mystery,Romance,Supernatural,,,,,,,,,,
Coffin Jackson | Quan Tài Của Jackson,1,2865,3,44,Action,Adult,Horror,Psychological,Slice of Life,Trinh Thám,Webtoon,,,,,,,,,,
Nariyuki Makase no Tengu Michi,2,2864,3,41,Action,Adult,Manga,One shot,,,,,,,,,,,,,
The Wife-to-Be,0,2864,4,15,One shot,Shoujo,Shoujo Ai,Slice of Life,,,,,,,,,,,,,
Yume Yume You You,1,2860,10,46,Fantasy,Ngôn Tình,Romance,Shoujo,Supernatural,Việt Nam,,,,,,,,,,,
It vorspiel,3,2857,8,47,Comedy,Fantasy,Mystery,Shounen,,,,,,,,,,,,,
Bermuda,2,2857,4,36,Comedy,Romance,Shoujo,Shounen,Webtoon,,,,,,,,,,,,
Are na Kare tono Kurashikata,1,2857,8,33,Manga,One shot,Romance,,,,,,,,,,,,,,
Crimson Grave,25,2854,2,23,Action,Adventure,Manga,,,,,,,,,,,,,,
Dousaibou Seibutsu,2,2853,3,29,Manga,Romance,School Life,,,,,,,,,,,,,,
Soái Ca Hai Mặt Đừng Ghẹo Tôi Nữa,0,2852,37,170,Comedy,Manhua,Romance,Shoujo,,,,,,,,,,,,,
Love Live! - Maki-chan Kawaii Ka Ki Ku Ke Ko!,1,2851,2,26,Comedy,One shot,School Life,,,,,,,,,,,,,,
Fallen Master,0,2851,11,83,Action,Sci-fi,Webtoon,,,,,,,,,,,,,,
Các câu truyện ngắn kinh dị - HORROR,1,2850,6,8,Horror,Slice of Life,,,,,,,,,,,,,,,
Android Dilemma,1,2847,4,36,Drama,Ngôn Tình,One shot,Romance,Sci-fi,Shoujo,,,,,,,,,,,
Binetsu Shoujo,2,2847,2,13,Comedy,Drama,Ngôn Tình,Romance,School Life,Shoujo,,,,,,,,,,,
Ai ni Yuku,1,2846,3,23,Manga,One shot,,,,,,,,,,,,,,,
Tam Quốc Parody,1,2846,11,38,Comedy,Manhwa,Slice of Life,Webtoon,,,,,,,,,,,,,
Shunkan Lyle,2,2845,4,35,Adventure,Fantasy,Josei,,,,,,,,,,,,,,
KHR Doujinshi - Love game,0,2845,6,27,Doujinshi,Ngôn Tình,Romance,Shoujo Ai,Shounen,,,,,,,,,,,,
KHR Doujinshi - Silky chocolate dream,0,2845,4,19,Doujinshi,Ngôn Tình,Romance,Shoujo Ai,Shounen,,,,,,,,,,,,
Aimai Na KanKei,1,2844,6,26,One shot,,,,,,,,,,,,,,,,
Ngôi sao Fod,5,2844,6,17,Comedy,,,,,,,,,,,,,,,,
Frau Faust,1,2843,7,66,Drama,Josei,Manga,Supernatural,,,,,,,,,,,,,
Otonari-san Game,5,2842,4,38,Comedy,Manga,Romance,School Life,Slice of Life,,,,,,,,,,,,
Children’s Time,4,2842,1,16,Comedy,Drama,Shoujo Ai,Shounen,Slice of Life,,,,,,,,,,,,
Psycho Staff,7,2841,3,20,Action,Mystery,,,,,,,,,,,,,,,
Liệp Chiến,6,2840,2,16,Manhua,Mystery,Sci-fi,,,,,,,,,,,,,,
Gintama Doujinshi-Side:m,2,2839,1,10,Doujinshi,Manga,,,,,,,,,,,,,,,
nourin,1,2838,3,61,Comedy,Romance,School Life,Seinen,,,,,,,,,,,,,
ANGEL X DARKNESS,1,2836,32,6,Comedy,Comic,Live action,Manhua,Ngôn Tình,Romance,School Life,Shoujo,Shounen,,,,,,,,
Shindou Masaoki,1,2836,10,72,Action,Fantasy,One shot,Shounen,,,,,,,,,,,,,
Ai Ni Dekinai Koi Wa Iya,1,2834,5,34,Romance,,,,,,,,,,,,,,,,
Boku no Shiru Anata no Hanashi,3,2833,1,15,Comedy,Drama,Ngôn Tình,Romance,Shoujo Ai,Shounen,,,,,,,,,,,
Tân từ điển kỳ bí,3,2833,3,14,Adventure,Comedy,Fantasy,School Life,Seinen,Shounen,Slice of Life,Truyện scan,,,,,,,,,
Katakoi Gokko,2,2833,1,12,Manga,,,,,,,,,,,,,,,,
Phi Nhân,2,2830,12,257,Comedy,Fantasy,Slice of Life,Supernatural,,,,,,,,,,,,,
Ichiruki Doujinshi,1,2828,5,12,One shot,,,,,,,,,,,,,,,,
Một Cô Gái Trên Mây,0,2826,14,175,Drama,Manhwa,Shoujo,Slice of Life,,,,,,,,,,,,,
Bakeru Kun Bản Đẹp,3,2825,2,20,Comedy,Comic,School Life,,,,,,,,,,,,,,
the queen: lớp học của sự im lặng,2,2825,8,24,Horror,Psychological,School Life,Tragedy,Webtoon,,,,,,,,,,,,
Cổ kiếm kỳ đàm dj - Quân mạc ly (君莫离),2,2825,2,34,Doujinshi,Manhua,Ngôn Tình,One shot,Romance,Shoujo Ai,Shounen,,,,,,,,,,
Domina no do,2,2824,1,22,Comedy,Harem,Mature,Romance,School Life,Seinen,,,,,,,,,,,
KHR Doujinshi - Theseuse H,0,2823,2,27,Doujinshi,Shoujo Ai,Shounen,Việt Nam,,,,,,,,,,,,,
Thám hiểm của ngọn lửa,4,2821,0,18,Action,Adventure,Comedy,,,,,,,,,,,,,,
Kikagaku Ehon,2,2821,3,16,Comedy,Shoujo Ai,Shounen,Slice of Life,,,,,,,,,,,,,
Wagahai no Kare wa Baka de aru,11,2821,9,79,Comedy,Romance,Seinen,Slice of Life,,,,,,,,,,,,,
Con Đường Sau Núi,5,2820,1,6,Horror,Manhua,Mystery,,,,,,,,,,,,,,
Mou Tamago wa Korosanai,1,2818,9,61,One shot,Psychological,School Life,Shoujo,Slice of Life,,,,,,,,,,,,
Nàng là hồ ly - Kemono friends - Youkoso javari park e!,2,2817,2,49,Shounen,,,,,,,,,,,,,,,,
[KnB Doujinshi] AoKaga - Danshi Gohan,0,2817,3,19,Doujinshi,Shoujo Ai,Shounen,,,,,,,,,,,,,,
Diary About a Girl's Unrequited Love,1,2816,2,22,Comedy,Manga,One shot,,,,,,,,,,,,,,
Trường học nhân ngư,1,2813,3,16,Horror,Shounen,Supernatural,Tragedy,,,,,,,,,,,,,
All for you!,1,2812,7,47,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,,,
Chicago,2,2812,2,13,Action,Adventure,Manga,,,,,,,,,,,,,,
NightS - Oneshot,3,2809,2,10,Manga,,,,,,,,,,,,,,,,
100% chocolate cho bạn,0,2806,3,29,Comedy,Doujinshi,Ngôn Tình,One shot,Romance,Shoujo Ai,Shounen,,,,,,,,,,
Nhân gian tận chiến,43,2803,2,11,Action,Adult,Adventure,Manga,,,,,,,,,,,,,
Hành trình sứ giả,3,2803,5,17,Action,Comedy,Fantasy,Martial Arts,One shot,Shounen,Việt Nam,,,,,,,,,,
Cửu Vĩ Hồ Ly DJ - Academy,1,2800,7,68,Doujinshi,,,,,,,,,,,,,,,,
Last Ranker -Be the Last One-,7,2799,1,18,Action,Adventure,Manga,,,,,,,,,,,,,,
Ofr - Ice,2,2799,3,8,Shoujo,,,,,,,,,,,,,,,,
Death of a School,1,2797,10,27,Adult,Horror,Manga,One shot,School Life,Trinh Thám,,,,,,,,,,,
"Kantai Collection -KanColle- Tricking and Sexual Harassing Shimakaze, Who Wants to Become Faster",0,2796,8,48,Comedy,Doujinshi,Mature,,,,,,,,,,,,,,
Toshiue no Hito,1,2796,3,23,Comedy,Drama,Mature,Romance,Seinen,,,,,,,,,,,,
Trung Hoa Anh Hùng,1,2796,2,7,Adult,Manhua,,,,,,,,,,,,,,,
Take no Hana,3,2796,4,17,Ngôn Tình,Romance,Shoujo,Tragedy,,,,,,,,,,,,,
Thanh Xuân Vô Hạn,1,2794,5,19,Comedy,Manhua,School Life,Slice of Life,,,,,,,,,,,,,
Ông Lão Đánh Cá Và Con Cá Vàng ( Chế ),1,2793,82,35,,,,,,,,,,,,,,,,,
Kiri - The Route of Infection Kanaria,5,2791,2,13,Fantasy,Mystery,Sci-fi,Shoujo,,,,,,,,,,,,,
Kizu,4,2790,4,6,Drama,School Life,Supernatural,,,,,,,,,,,,,,
Light vs Shadow,1,2784,4,56,Action,Adventure,Comedy,Fantasy,Manhua,Romance,Seinen,Shounen,,,,,,,,,
Red Raven,5,2779,1,29,Action,Sci-fi,Shounen,,,,,,,,,,,,,,
Truyện Sims: Write Up Your Life With Color,8,2778,1,3,Comedy,Manhua,Romance,,,,,,,,,,,,,,
Devil Cat's Temptation,1,2778,2,52,Manga,One shot,,,,,,,,,,,,,,,
Uncool X Dead,1,2778,15,118,Manga,Mystery,Shoujo,,,,,,,,,,,,,,
Con Quay Siêu Tốc,3,2778,1,9,Action,Comedy,School Life,Shounen,Sports,Truyện scan,,,,,,,,,,,
Pantser Princess,1,2777,1,34,Adult,Comedy,Horror,Manga,Romance,School Life,,,,,,,,,,,
Chỉ 1 lần nữa,1,2777,4,18,Comedy,Drama,One shot,Romance,,,,,,,,,,,,,
Black Diamond,1,2777,1,16,Adventure,Comedy,School Life,,,,,,,,,,,,,,
Scarlet Flower,1,2776,7,9,Fantasy,One shot,Romance,Supernatural,,,,,,,,,,,,,
Birdy the Mighty II,6,2775,1,16,Action,Comedy,Fantasy,Manga,,,,,,,,,,,,,
Râu Đen: Huyền Thoại Vua Hải Tặc - Blackbeard: Legend of the Pyrate King,2,2774,2,7,Action,Adventure,Comic,,,,,,,,,,,,,,
Touhou - Utsuho Of The Void,5,2772,2,14,Doujinshi,Fantasy,,,,,,,,,,,,,,,
Huck,6,2771,1,0,Action,Adventure,Comic,Martial Arts,Sci-fi,Supernatural,,,,,,,,,,,
Shinba Shounen To Nemuru Kyojin,1,2771,3,19,Action,Shoujo,Supernatural,,,,,,,,,,,,,,
Inori Aizawa - Short Comic Collection,6,2771,1,5,Slice of Life,Thiếu Nhi,,,,,,,,,,,,,,,
Kuro Kuroku,3,2770,2,47,Action,Comedy,Fantasy,Shounen,Supernatural,,,,,,,,,,,,
Zenryouku Shounen,1,2770,6,56,Ngôn Tình,One shot,Romance,Shoujo,Slice of Life,,,,,,,,,,,,
Eikou no Te,7,2769,2,11,Horror,Manga,,,,,,,,,,,,,,,
Marvel Knights- Hulk (2014),4,2768,1,8,Action,Adventure,Comic,,,,,,,,,,,,,,
Love Live! dj – NicoMaki Medical Check,0,2768,4,32,Shoujo,Shoujo Ai,,,,,,,,,,,,,,,
TOUHOU - Yago no Ana ~ Main series ~,4,2767,2,10,Action,Comedy,Doujinshi,One shot,Shoujo,,,,,,,,,,,,
Ginga Densetsu Weed (legend),4,2766,2,10,Adventure,Shounen,,,,,,,,,,,,,,,
Mandy,12,2764,4,41,Comedy,Slice of Life,,,,,,,,,,,,,,,
Kantai Collection doujin - tổng hợp,4,2762,1,10,Doujinshi,One shot,,,,,,,,,,,,,,,
Deep Dark Fears,2,2761,1,13,Comic,,,,,,,,,,,,,,,,
Lullbabies From Hell,4,2760,8,10,Manga,,,,,,,,,,,,,,,,
Babel no Tegami,0,2760,8,41,Adult,Manga,One shot,Romance,School Life,,,,,,,,,,,,
"Love Story, Killed",1,2760,6,17,One shot,,,,,,,,,,,,,,,,
Jeager:√A,3,2759,20,15,Action,Adventure,School Life,Sci-fi,,,,,,,,,,,,,
Maousama no Yuusha Toubatsuki,11,2759,4,44,Adult,Adventure,Manga,Martial Arts,Sci-fi,,,,,,,,,,,,
Hôn tán biệt khúc,21,2759,2,26,Comedy,Manhwa,Romance,Shoujo,,,,,,,,,,,,,
Dragonaut - The Resonance,6,2757,1,18,Action,Manga,Romance,,,,,,,,,,,,,,
Imouto Loveru,2,2756,7,57,Harem,Romance,School Life,Shounen,Supernatural,,,,,,,,,,,,
Dị Nguyên Kỷ,5,2754,1,49,Action,Adventure,Comedy,Fantasy,Manhua,Mystery,Supernatural,,,,,,,,,,
Mishima Rin wa shinjinai!,5,2754,2,37,Comedy,Drama,Fantasy,Mystery,Psychological,School Life,Shounen,Supernatural,,,,,,,,,
Tăng nhân và Tên trộm,5,2753,4,12,Action,Historical,Shounen,Việt Nam,,,,,,,,,,,,,
Cahe Detective Club!!,7,2753,3,14,Manga,School Life,,,,,,,,,,,,,,,
Sơn Hải Hoang Vực,1,2752,11,43,Adventure,Manhua,Martial Arts,Mystery,Supernatural,,,,,,,,,,,,
Bạn Trai Tôi Là SUPERSTAR,1,2751,21,109,Comedy,Manhua,Romance,,,,,,,,,,,,,,
Minh Minh và vô số truyện tranh,9,2750,4,6,Comedy,Việt Nam,,,,,,,,,,,,,,,
Kashura,2,2749,2,19,Manga,,,,,,,,,,,,,,,,
Dragon Pearl Boy,12,2749,1,21,Comedy,Drama,Fantasy,Manhua,Ngôn Tình,Romance,Shoujo,,,,,,,,,,
Đi Tìm Mặt Trời,1,2746,21,63,Adventure,Fantasy,,,,,,,,,,,,,,,
Free! dj - Baby Baby Baby,1,2744,6,27,Comedy,Doujinshi,Ngôn Tình,One shot,Romance,Shoujo Ai,Shounen,,,,,,,,,,
Zanbara!,9,2743,3,5,,,,,,,,,,,,,,,,,
Katakoi No Tsuki,2,2742,3,40,Manga,Romance,School Life,,,,,,,,,,,,,,
Yuru Yuri Doujinshi - My true feeling,0,2741,6,23,Shoujo,Shoujo Ai,,,,,,,,,,,,,,,
Cuộc Chiến Quyền Lực,5,2739,1,18,Action,Comedy,Romance,School Life,,,,,,,,,,,,,
Blood Soul,6,2739,1,15,Action,Seinen,Supernatural,,,,,,,,,,,,,,
Yamako,11,2739,2,7,,,,,,,,,,,,,,,,,
Samurai Ragazzi,5,2739,2,27,Action,Adventure,,,,,,,,,,,,,,,
A Certain Around 30's Delusions,2,2736,3,23,Comedy,Ecchi,Mature,Shounen,,,,,,,,,,,,,
Ước Mơ Còn Lại,4,2735,3,13,Drama,Romance,School Life,Sports,,,,,,,,,,,,,
Ngưng đọng - Truyện Sims 3,5,2734,4,8,Comic,Fantasy,Mystery,Shoujo,Slice of Life,Supernatural,Việt Nam,,,,,,,,,,
Khoảnh Vọng Nguyệt,3,2734,13,35,Drama,Fantasy,,,,,,,,,,,,,,,
Momoiro Ningyo - Tiên cá tóc hồng,1,2732,4,124,Comedy,Fantasy,Romance,Shoujo,,,,,,,,,,,,,
Hana to Kurogane,1,2732,6,76,Seinen,,,,,,,,,,,,,,,,
Ứng Dụng Thần Kỳ,0,2731,25,191,Action,Fantasy,Manhua,Martial Arts,,,,,,,,,,,,,
SnK Doujinshi - EreRi Real Life Parody,1,2729,1,18,Comedy,Doujinshi,One shot,Shoujo Ai,Shounen,,,,,,,,,,,,
Ryuunosuke-Kun Wa Yasashikunai,1,2728,5,55,Romance,School Life,Shoujo,,,,,,,,,,,,,,
Ta vẫn sẽ gặp nhau tình cờ nơi con phố ấy,1,2727,4,27,Doujinshi,Ngôn Tình,Romance,Shoujo Ai,Shounen,,,,,,,,,,,,
Fork in the Road (KIRINO Hajime),1,2727,2,7,One shot,Psychological,Supernatural,,,,,,,,,,,,,,
Memories of a Red Rose,0,2727,4,45,Doujinshi,Fantasy,Tragedy,,,,,,,,,,,,,,
Mồi Câu [ Truyện Sims ],2,2726,6,5,Action,Adventure,Comedy,Horror,,,,,,,,,,,,,
Legal Friends,4,2726,3,20,Action,Comedy,Drama,Martial Arts,Shounen,Supernatural,,,,,,,,,,,
Kantai Collection -KanColle- Yamato-san,0,2722,5,73,Doujinshi,Manga,Romance,,,,,,,,,,,,,,
Kiếp Nhân Viên,10,2717,1,4,Comedy,Slice of Life,,,,,,,,,,,,,,,
"Ma Cà Rồng, lập tức đi đời",2,2717,3,27,Comedy,Manga,Shounen,Supernatural,,,,,,,,,,,,,
End of Eternity: The Secret Hours,8,2716,2,31,Action,Adventure,Manga,,,,,,,,,,,,,,
Đoạt Bảo Đại Chiến,1,2716,13,42,Comedy,Manhua,Romance,,,,,,,,,,,,,,
VOLTRON - Dưới Bụi Tro Tàn,2,2713,1,13,Action,Manhua,,,,,,,,,,,,,,,
