title,chapternumber,eyes,comment,heart,kind,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16
Long Nhẫn,6,3324,2,74,Action,Adventure,Comedy,Manhua,Shounen,Supernatural,Việt Nam,,,,,,,,,,
Kao no Nai Otoko,0,3324,3,33,One shot,Romance,,,,,,,,,,,,,,,
I am Sherlock,0,3323,21,160,Drama,Mystery,Sci-fi,,,,,,,,,,,,,,
We were childhood friends,1,3323,21,63,One shot,Romance,Slice of Life,,,,,,,,,,,,,,
Dịch Mệnh Sư,7,3318,2,17,Fantasy,Manhua,Mystery,,,,,,,,,,,,,,
Bankara-san Ga Tooru,1,3317,6,29,Adult,Adventure,Manga,One shot,,,,,,,,,,,,,
Free! dj - Himitsu no Shower Room,1,3317,5,29,Doujinshi,One shot,School Life,Shoujo Ai,Shounen,,,,,,,,,,,,
Tìm kiếm tình yêu,1,3315,10,22,Comedy,Ngôn Tình,Romance,School Life,Shoujo,,,,,,,,,,,,
Himegimi No Tsukurikata,4,3313,3,36,Shoujo,,,,,,,,,,,,,,,,
Kamisama no sonata,1,3312,7,58,Drama,Ngôn Tình,One shot,Romance,School Life,Shoujo,Supernatural,,,,,,,,,,
Shirayuki Panimix!,12,3309,3,15,,,,,,,,,,,,,,,,,
Akatsuki,3,3305,2,13,Action,Adventure,Shounen,,,,,,,,,,,,,,
Dragon Quest VII: Eden no Senshitachi,4,3303,1,14,Action,Adventure,Manga,Sci-fi,,,,,,,,,,,,,
Koisuru Herb Shohousen,2,3303,4,29,Ngôn Tình,Romance,Shoujo,Việt Nam,,,,,,,,,,,,,
Sweet Temptation,2,3303,5,18,Shoujo,Shoujo Ai,Việt Nam,,,,,,,,,,,,,,
Covered in Cinders,1,3303,16,50,Manga,One shot,Romance,,,,,,,,,,,,,,
ARK Earth Online,1,3302,6,57,Adventure,Ecchi,Fantasy,Gender Bender,,,,,,,,,,,,,
Ketchup Ninja,3,3301,1,7,Action,,,,,,,,,,,,,,,,
Kaitou Joker,1,3301,7,36,Action,Adventure,Comedy,Shounen,,,,,,,,,,,,,
Baptism,1,3300,9,14,Action,Adult,Adventure,Horror,Manga,,,,,,,,,,,,
Kuroobaa,4,3300,2,22,Adult,Manga,Romance,School Life,,,,,,,,,,,,,
Kakumeiki Valvrave,2,3298,5,26,Action,Manga,Sci-fi,,,,,,,,,,,,,,
Kemono ni Botsuraku Ojou-sama,1,3294,15,88,Manga,One shot,,,,,,,,,,,,,,,
Superman Unchained,9,3293,0,5,Action,Adventure,Comic,Mystery,Sci-fi,,,,,,,,,,,,
Joke/Joker,7,3292,1,4,Action,Adult,Adventure,Sci-fi,,,,,,,,,,,,,
Night's Aegis,7,3292,2,5,Action,Adventure,Comedy,Comic,Doujinshi,Drama,Fantasy,Romance,,,,,,,,,
Sagatte Omachi Kudasai - Chờ Em Cho Đến Ngày Mai,12,3291,2,28,Drama,Shoujo Ai,Shounen,,,,,,,,,,,,,,
Mokke,3,3290,5,36,Comedy,Drama,Seinen,Slice of Life,Supernatural,,,,,,,,,,,,
Danzai No Dragnet,1,3288,6,100,Comedy,Drama,Horror,Manga,Mystery,Shoujo,,,,,,,,,,,
Kono kamen no akuma ni sodan wo!,1,3288,6,83,Adventure,Comedy,Fantasy,Seinen,,,,,,,,,,,,,
Người Cứu Thế Giới Đang Rất Bận,1,3287,9,338,Action,Manhua,Mystery,,,,,,,,,,,,,,
Touhou - Stories of Sakuya,3,3285,4,11,,,,,,,,,,,,,,,,,
Fuudanjuku Monogatari,1,3284,7,71,Comedy,Manga,Romance,School Life,,,,,,,,,,,,,
One shot - 13,0,3283,11,49,Action,Adult,Comedy,Manga,Sci-fi,,,,,,,,,,,,
Shinohayu - The Dawn of Age,4,3282,2,18,School Life,Shoujo,Sports,,,,,,,,,,,,,,
Senran Kagura - Spark!,3,3281,5,45,,,,,,,,,,,,,,,,,
Shuumatsu No Tenki,10,3280,1,7,Action,Drama,Seinen,Supernatural,,,,,,,,,,,,,
Blacksad,2,3280,6,34,Comic,Drama,Slice of Life,,,,,,,,,,,,,,
Nữ Hoàng Xui Xẻo,1,3274,15,78,Comedy,Manga,School Life,Shoujo,Supernatural,,,,,,,,,,,,
Avengers-X-Sanction,4,3273,2,8,Action,Adventure,Comic,Sci-fi,,,,,,,,,,,,,
Goyoukin,7,3273,1,7,Action,Historical,Manga,Shounen,,,,,,,,,,,,,
Đối Đầu Thiên Sứ,5,3273,3,21,Romance,,,,,,,,,,,,,,,,
Infinite Stratos Doujinshi- My Older Sister can be this overprotective,1,3270,4,66,Doujinshi,One shot,,,,,,,,,,,,,,,
Guns Girl SchoolDayZ EX,8,3270,2,25,Action,Comedy,Manhua,,,,,,,,,,,,,,
Giông tố,2,3269,1,8,Historical,,,,,,,,,,,,,,,,
Bí Mật Lớp 11A,5,3267,4,23,Action,Comedy,Romance,School Life,,,,,,,,,,,,,
Scarce Clover_Hima,5,3267,1,14,Fantasy,Manhua,,,,,,,,,,,,,,,
Great Man Game,1,3264,10,161,Action,Adventure,Fantasy,Manga,,,,,,,,,,,,,
The Tranformers - Autocracy,12,3264,0,5,Action,Adventure,Comic,,,,,,,,,,,,,,
Hotel Tantei Doll,1,3260,9,22,Action,Drama,Mature,Mystery,Seinen,,,,,,,,,,,,
Ngự Long Truyền Kỳ,5,3260,1,5,,,,,,,,,,,,,,,,,
Song of the Doll,1,3259,10,71,Drama,Fantasy,Historical,Manhwa,Mystery,Romance,,,,,,,,,,,
Katakoi Iro,1,3257,7,21,Comedy,School Life,Shoujo,,,,,,,,,,,,,,
What Do The Teenage Boys Do (FSH),783,3254,2,9,Comedy,Slice of Life,,,,,,,,,,,,,,,
Hakoiri Drops,8,3252,2,35,Comedy,School Life,Seinen,Slice of Life,,,,,,,,,,,,,
Capcom vs SNK,3,3248,2,17,Action,Manhua,Martial Arts,Mystery,Sports,,,,,,,,,,,,
Plus +1,1,3248,6,13,Comedy,One shot,Romance,,,,,,,,,,,,,,
Horn,24,3246,3,6,Comedy,Fantasy,Shounen,,,,,,,,,,,,,,
Makai Ishi Mephisto,3,3245,2,34,Adult,Horror,Manga,Trinh Thám,,,,,,,,,,,,,
Ngọc trư long,2,3242,10,145,Action,Manhua,,,,,,,,,,,,,,,
Mobile Suit Gundam MSV Chronicles: Johnny Ridden,3,3241,6,15,Action,Manga,Mecha,Sci-fi,,,,,,,,,,,,,
Mortal Metal Shibagane,2,3238,1,49,Action,Mecha,Sci-fi,,,,,,,,,,,,,,
Yubikiri,3,3238,3,28,Drama,Romance,Shoujo,Slice of Life,,,,,,,,,,,,,
Ghost Hunter,76,3238,1,27,Action,Comedy,Horror,Manhwa,,,,,,,,,,,,,
Boku ha Hajikko ga Suki,4,3238,4,38,Manga,Romance,School Life,,,,,,,,,,,,,,
15: Meisetsu Kougyou Koukou Rugby Bu,1,3235,7,61,School Life,Shounen,Sports,Việt Nam,,,,,,,,,,,,,
Love Dream Mix,9,3235,2,22,Adult,Manga,Romance,,,,,,,,,,,,,,
Thợ săn quái vật - Senkou no Kariudo,2,3234,6,36,Action,Adventure,Fantasy,Shounen,,,,,,,,,,,,,
Do You Remember Me?,3,3233,3,15,,,,,,,,,,,,,,,,,
Kimi to Koibana,1,3232,8,81,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,,,
Golden Goblin Cubee,1,3230,23,41,Adventure,Fantasy,Romance,Shoujo,Webtoon,,,,,,,,,,,,
Unknown,6,3229,2,28,Action,One shot,Shounen,,,,,,,,,,,,,,
Mikagura Gakuen Kumikyoku,1,3228,16,86,Action,Anime,Comedy,School Life,,,,,,,,,,,,,
Nàng Bạch Tuyết,1,3224,8,24,Fantasy,Horror,,,,,,,,,,,,,,,
Love Snatcher,0,3223,6,33,Doujinshi,Shoujo Ai,Shounen,,,,,,,,,,,,,,
Thám Tử Ma Quái,1,3223,4,100,Action,Manhua,Mystery,,,,,,,,,,,,,,
You (Han Seung Won),2,3223,1,12,Drama,Manhwa,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,
King of Fighters XII,1,3221,3,8,Action,Adventure,Manhua,Martial Arts,,,,,,,,,,,,,
Sky Blue,14,3221,4,43,Action,Comedy,Fantasy,Manga,Romance,Supernatural,,,,,,,,,,,
The Fang | Nanh Vuốt,1,3219,3,18,Adult,Comic,Horror,Mature,Supernatural,,,,,,,,,,,,
My Split Little Sister,1,3219,11,167,Comedy,Shoujo,Slice of Life,,,,,,,,,,,,,,
Ability Shop,1,3219,8,100,Action,Adventure,Manga,School Life,,,,,,,,,,,,,
"Dậy đi nào, Kusakabe",1,3216,20,187,Comedy,Manga,Seinen,Shoujo,Slice of Life,,,,,,,,,,,,
Crepe Panic!,1,3214,6,58,Comedy,Shoujo,Shoujo Ai,Slice of Life,,,,,,,,,,,,,
KHR Doujinshi - Chocolate marchen,2,3213,3,17,Doujinshi,Ngôn Tình,Romance,Shoujo Ai,Shounen,,,,,,,,,,,,
"Haruyo, Koi!",2,3210,3,53,Comedy,Drama,Ecchi,One shot,Romance,School Life,Slice of Life,,,,,,,,,,
Processor - The godamn superhero,5,3208,5,2,Action,Adventure,Comedy,Comic,Drama,Fantasy,Sci-fi,Seinen,Truyện scan,,,,,,,,
Watching TV all the time makes you stupid,1,3208,9,18,Mature,One shot,Psychological,Seinen,,,,,,,,,,,,,
Shinshi na Meets Girl,9,3205,5,11,Comedy,Seinen,Shounen,,,,,,,,,,,,,,
Mission Cupid,1,3205,6,31,Comedy,Doujinshi,Romance,,,,,,,,,,,,,,
Batsu-Gyaru ONESHOT,1,3204,3,71,One shot,Romance,School Life,Seinen,,,,,,,,,,,,,
Samurai Spirits,3,3203,1,3,Action,Adventure,Manhua,Martial Arts,,,,,,,,,,,,,
Magetsukan Kitan,1,3201,2,40,Comedy,Harem,Romance,Seinen,Supernatural,,,,,,,,,,,,
revolt,1,3201,7,123,Action,Sci-fi,Seinen,Supernatural,Tragedy,,,,,,,,,,,,
Thesis,9,3200,3,7,Action,Shounen,,,,,,,,,,,,,,,
Hàng Xóm Đến Từ Hư Vô,1,3198,20,292,Adventure,Drama,Manhwa,Mystery,Slice of Life,Supernatural,Webtoon,,,,,,,,,,
Just a kiss ♥,1,3195,6,26,Ngôn Tình,Romance,Shoujo Ai,Shounen,,,,,,,,,,,,,
Matantei Loki,4,3193,4,36,Action,Comedy,Manga,Sci-fi,Trinh Thám,,,,,,,,,,,,
Rikka no Kubi,1,3192,14,55,One shot,Seinen,Slice of Life,,,,,,,,,,,,,,
Bộ 3 đẫm máu,6,3191,3,44,Action,Adventure,Drama,Fantasy,Horror,Romance,Sci-fi,Shounen,Supernatural,,,,,,,,
APH Doujinshi - Kinobori to Akai Skirt,3,3191,7,22,Doujinshi,Drama,Shoujo Ai,Shounen,,,,,,,,,,,,,
Platina,4,3190,2,6,Adventure,Comedy,Fantasy,Manhwa,Shoujo,,,,,,,,,,,,
Tin Đồn Là Một Lưỡi Dao,3,3189,4,14,Horror,Manhua,Mystery,,,,,,,,,,,,,,
Fist of Legend,4,3189,1,22,Action,Drama,Manhwa,Martial Arts,Seinen,Sports,,,,,,,,,,,
Rakuen no Izumi,3,3189,2,11,Action,Sci-fi,Shoujo Ai,Shounen,,,,,,,,,,,,,
Peony Pavilion,5,3188,2,24,Drama,Historical,Romance,Shoujo,Tragedy,,,,,,,,,,,,
Baptist,5,3188,2,19,Action,Adult,Adventure,Manhwa,Sci-fi,,,,,,,,,,,,
Diên Diên Tương Báo,2,3183,5,25,Manhua,,,,,,,,,,,,,,,,
Warau Ishi,7,3183,1,13,Drama,Psychological,Shoujo,Supernatural,,,,,,,,,,,,,
Kimera,7,3182,1,17,Action,Adventure,Fantasy,Romance,Seinen,,,,,,,,,,,,
Quân Sư Gió,43,3180,1,2,Manhua,,,,,,,,,,,,,,,,
KHR Doujinshi - Faust,1,3177,3,17,Doujinshi,One shot,Shoujo Ai,Shounen,,,,,,,,,,,,,
Toraji Phiêu Lưu Ký,6,3175,1,8,Action,Adventure,Drama,Fantasy,Josei,,,,,,,,,,,,
The Flustered Shabby Santa Claus,1,3174,8,40,Comedy,Josei,One shot,,,,,,,,,,,,,,
Ai no Sanka,0,3173,8,30,Drama,Historical,Ngôn Tình,One shot,Romance,Shoujo,Slice of Life,,,,,,,,,,
Công chúa Inori,4,3173,2,22,Comedy,Fantasy,Romance,,,,,,,,,,,,,,
Rock Paper Scissors,4,3172,4,59,Action,Comedy,Romance,School Life,Shounen,Supernatural,,,,,,,,,,,
Flying in the Darkness,5,3169,1,5,Comedy,Manhwa,Supernatural,Thiếu Nhi,,,,,,,,,,,,,
Cô bé robot phần 2,2,3167,1,43,Fantasy,Sci-fi,Shounen,,,,,,,,,,,,,,
Ad Astra Per Aspera,2,3167,2,30,Manga,,,,,,,,,,,,,,,,
Truyền Võ Lục Hợp Bang,1,3166,12,208,Fantasy,Horror,Supernatural,Webtoon,,,,,,,,,,,,,
Jiya,3,3166,1,8,Action,Comedy,Manga,,,,,,,,,,,,,,
"Someday, We'll Get There",2,3163,6,45,Romance,Shoujo,Shoujo Ai,,,,,,,,,,,,,,
Rolan The Forgotten King,2,3163,1,36,Comedy,Manga,Mystery,Romance,Shounen,Supernatural,,,,,,,,,,,
King of Brutes,4,3162,2,3,Action,Adventure,Shounen,,,,,,,,,,,,,,
Battle Beasts,11,3160,3,29,Action,Adventure,Comic,Martial Arts,Supernatural,,,,,,,,,,,,
Quỷ Ăn Thịt,10,3160,1,0,,,,,,,,,,,,,,,,,
Tây Sơn quần anh truyện,8,3160,4,2,Action,Manhua,Mystery,Seinen,,,,,,,,,,,,,
Replica,7,3157,4,16,Action,Comedy,Shounen,,,,,,,,,,,,,,
Deadly Class - Lớp Học Sát Nhân,2,3157,1,9,Action,Comedy,Comic,,,,,,,,,,,,,,
Saiboc 009,5,3157,2,12,Action,Adventure,,,,,,,,,,,,,,,
Ai no Shintairiku,6,3155,3,18,Adult,Manga,Romance,School Life,,,,,,,,,,,,,
Omake no Kobayashi-kun,3,3155,2,36,Adventure,Comic,Manga,School Life,Sci-fi,,,,,,,,,,,,
Riddle Joker,1,3151,12,144,Action,Comedy,Harem,Romance,School Life,Shounen,,,,,,,,,,,
Lam Đạo Vô Gián,3,3149,5,18,Action,Adventure,Martial Arts,Mystery,,,,,,,,,,,,,
Hyakka no Shirushi,10,3149,3,27,Comedy,Mystery,,,,,,,,,,,,,,,
Ushio and Admiral,4,3149,1,23,Comedy,Doujinshi,Romance,Slice of Life,,,,,,,,,,,,,
Kyoaku Gakuen,4,3148,1,4,Comedy,,,,,,,,,,,,,,,,
Bloody Honey,1,3146,6,55,Shoujo,,,,,,,,,,,,,,,,
Tổ truyện gia giáo,11,3146,31,157,Fantasy,Manhua,,,,,,,,,,,,,,,
Công Chúa Và Thường Dân,55,3144,2,4,Adventure,Comedy,Drama,Fantasy,Ngôn Tình,Romance,Shoujo,Slice of Life,Supernatural,Việt Nam,,,,,,,
She's Monkey,1,3144,5,30,,,,,,,,,,,,,,,,,
Watch Out for Drunks!,0,3143,6,40,Comedy,Shoujo,Shoujo Ai,,,,,,,,,,,,,,
Azusa - Seo Kouji,1,3142,12,49,One shot,Romance,Shounen,,,,,,,,,,,,,,
Akuma Jiten,10,3141,2,10,Action,Adventure,Manga,Sci-fi,,,,,,,,,,,,,
Kettama,8,3141,2,9,Adult,Manga,,,,,,,,,,,,,,,
KnB Doujinshi - HPBD Tetsuya,0,3137,5,51,Doujinshi,One shot,Shoujo Ai,Shounen,,,,,,,,,,,,,
Kaeru no Saiban,0,3135,7,51,Drama,Fantasy,Historical,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,
Sui Youbi,6,3134,0,15,Comedy,Romance,Seinen,Slice of Life,,,,,,,,,,,,,
Digimon Xros Wars,3,3134,4,23,Action,Adventure,Comedy,Fantasy,Manga,Sci-fi,Shounen,Supernatural,,,,,,,,,
RAID: Thần chi Tử,1,3133,13,182,Manhua,Martial Arts,,,,,,,,,,,,,,,
Osmotic Pressure,1,3133,9,16,Drama,One shot,Seinen,Slice of Life,,,,,,,,,,,,,
Lawful Drug,4,3132,1,25,Manga,Sci-fi,Trinh Thám,,,,,,,,,,,,,,
Rou Kyu Bu ! ( bóng rổ loli ),4,3132,3,39,Drama,Harem,School Life,Shounen,Sports,,,,,,,,,,,,
[N52] The Flash,19,3131,7,10,Action,Adventure,Comic,Martial Arts,Sci-fi,Shounen,Supernatural,,,,,,,,,,
Black Rock-chan,6,3130,3,20,Action,Adult,Adventure,Manga,,,,,,,,,,,,,
Sweet Emotion,0,3127,4,31,Ngôn Tình,One shot,Romance,Shoujo,Shoujo Ai,,,,,,,,,,,,
Tối Cường Hồn Phách,1,3127,16,243,Manhua,Martial Arts,,,,,,,,,,,,,,,
+Tic nee-san,25,3127,2,34,Comedy,Ecchi,School Life,Seinen,,,,,,,,,,,,,
KHR Doujinshi - Mephisto,0,3124,2,28,Doujinshi,Ngôn Tình,One shot,Romance,Shoujo Ai,Shounen,Slice of Life,,,,,,,,,,
Ginyuu Meika,0,3122,2,55,Manga,One shot,Romance,,,,,,,,,,,,,,
Copy Eyes Another World,4,3122,5,11,Action,Manga,School Life,,,,,,,,,,,,,,
The Transformers: Megatron Origin,4,3121,1,5,Action,Supernatural,,,,,,,,,,,,,,,
Kaeribana no Konojo,1,3121,6,40,Shoujo,Supernatural,Tragedy,,,,,,,,,,,,,,
- SINS -,47,3121,2,30,Action,Adventure,Manga,,,,,,,,,,,,,,
Tầng 2 Ma Quái,1,3120,6,11,Horror,Manhua,One shot,,,,,,,,,,,,,,
My Lovely Class Leade,3,3118,2,42,Comedy,Manga,Romance,School Life,,,,,,,,,,,,,
090 - Eko to Issho,11,3118,4,15,Comedy,Manga,,,,,,,,,,,,,,,
Secret X Siblings,2,3118,6,329,Comedy,Manga,School Life,Shounen,Slice of Life,,,,,,,,,,,,
Diễn Bình Loạn Chí,3,3116,1,20,Action,Comedy,Manhua,Martial Arts,,,,,,,,,,,,,
Seiten Taisei - Trời Xanh Ngập Nắng,7,3115,2,24,Drama,Manga,Romance,School Life,Shoujo,Sports,,,,,,,,,,,
Bảo bối chiến thần,6,3115,2,19,Action,Historical,Shounen,,,,,,,,,,,,,,
L-size little sister,1,3112,19,48,Comedy,School Life,Shoujo,Shoujo Ai,,,,,,,,,,,,,
Itoshii Anata e,1,3111,8,56,Manga,One shot,,,,,,,,,,,,,,,
Teen Titans Go!,1,3110,1,22,Action,Adventure,Comedy,Comic,Romance,,,,,,,,,,,,
PLANETARY,12,3109,1,1,Action,Comic,,,,,,,,,,,,,,,
Chốn Hoang Dã Cuối Cùng,4,3107,5,10,Adventure,Comic,Drama,Fantasy,Tragedy,Việt Nam,,,,,,,,,,,
Tiên Hiệp Truyện,2,3104,6,65,Action,Adventure,Manhua,Mystery,,,,,,,,,,,,,
NIBUN NO ICHI,1,3104,9,36,Ngôn Tình,One shot,Psychological,Romance,Shoujo,Tragedy,,,,,,,,,,,
The Terror Of Death,7,3103,1,25,Action,Adventure,Fantasy,Manga,Sci-fi,Shounen,,,,,,,,,,,
Goodbye Nineteen-year-old Me,1,3101,3,26,Manhwa,One shot,Romance,,,,,,,,,,,,,,
Ichikyuu,0,3101,8,53,Ngôn Tình,One shot,Romance,School Life,Shoujo,,,,,,,,,,,,
Saint Seiya: Chaos Chapter,1,3099,5,18,Action,Adventure,Shounen,Supernatural,,,,,,,,,,,,,
Makka Na Tulip Wo Kimi Ni,1,3099,11,37,Manga,One shot,Romance,School Life,Shoujo,,,,,,,,,,,,
Ziggurat,5,3096,2,27,Manga,,,,,,,,,,,,,,,,
Infinite Terror - Vô Hạn Khủng Bố,3,3096,4,16,Horror,,,,,,,,,,,,,,,,
Đấu Chiến Ma,2,3096,5,39,Action,Adventure,Fantasy,Manhua,Mystery,Sci-fi,Supernatural,,,,,,,,,,
Nhà Hàng Hạnh Phúc,5,3095,2,13,Comedy,Ngôn Tình,Romance,Shoujo,Slice of Life,,,,,,,,,,,,
Mousou Honey,4,3088,2,18,Manga,School Life,,,,,,,,,,,,,,,
Gyakushuu no Dragon Rider,2,3086,3,111,Action,Adventure,Comedy,Drama,Martial Arts,Shounen,,,,,,,,,,,
"10,000 Light-Year Binoculars",1,3085,14,77,Drama,Manga,Romance,Sci-fi,Slice of Life,,,,,,,,,,,,
Houkago no Kessha,6,3083,2,54,Action,Sci-fi,Shounen,,,,,,,,,,,,,,
Skyhigh 4,5,3082,4,17,Drama,Seinen,Supernatural,,,,,,,,,,,,,,
600 Page Mystery,1,3081,9,41,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,,,
Onepunch-Tôm,1,3080,16,5,Action,Comedy,One shot,Shounen,Supernatural,,,,,,,,,,,,
Zoushoku Shoujo Plana-chan,81,3079,2,13,,,,,,,,,,,,,,,,,
Crimson Cross,32,3078,2,22,Action,Adventure,Horror,Manga,,,,,,,,,,,,,
Ao Hitom,1,3078,4,21,Fantasy,Mystery,Ngôn Tình,One shot,Romance,Shoujo Ai,Shounen,Tragedy,Việt Nam,,,,,,,,
Ekiko Kizoku Goyoutashi,1,3077,5,36,Comedy,Drama,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,
Beasts of Burden,13,3077,1,9,Action,Adventure,Supernatural,,,,,,,,,,,,,,
Ba cậu bé quậy,3,3077,2,17,Action,Comedy,,,,,,,,,,,,,,,
Dường như có mưa,2,3075,4,14,Manga,One shot,,,,,,,,,,,,,,,
Jauhara Genya,9,3074,3,25,Action,Adventure,Manga,Sci-fi,,,,,,,,,,,,,
Lex Luthor: Man of Steel 2010 (Luthor),5,3073,2,8,Adult,Comic,Psychological,Sci-fi,,,,,,,,,,,,,
Shuumatsu no Kohinata-san,2,3070,24,430,Comedy,Manga,Romance,Slice of Life,,,,,,,,,,,,,
Love Witch,3,3070,3,27,Adventure,Manga,Romance,,,,,,,,,,,,,,
Aoi Hitomi,1,3065,7,21,Adult,Adventure,Manga,One shot,,,,,,,,,,,,,
Dorothy of Oz,23,3064,2,17,Action,Adventure,Comedy,Manhwa,,,,,,,,,,,,,
Sequence,4,3063,2,16,Action,Fantasy,Shoujo,Shoujo Ai,Shounen,,,,,,,,,,,,
The Conductor,41,3063,2,23,Drama,Manga,Mystery,Psychological,Romance,Seinen,Shoujo,,,,,,,,,,
Kataribe no List,7,3062,0,26,Comedy,Mystery,Shounen,Supernatural,,,,,,,,,,,,,
Đinh Bộ Lĩnh,6,3062,4,15,Action,,,,,,,,,,,,,,,,
Shibatora,5,3059,1,16,Action,Comedy,Drama,Mature,Mystery,Shounen,Supernatural,,,,,,,,,,
Sisterism,9,3056,2,4,,,,,,,,,,,,,,,,,
Huyết Giới Tuyến Chiến,2,3055,8,567,Action,Adventure,Comedy,Drama,Manga,Shounen,Supernatural,,,,,,,,,,
Shikabane Cherry,2,3054,17,51,Comedy,Horror,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,
Housemate,1,3053,6,24,Romance,Slice of Life,Việt Nam,,,,,,,,,,,,,,
Kuroko – Tuyển thủ vô hình: 30 minutes escape,30,3051,6,84,Manga,One shot,School Life,,,,,,,,,,,,,,
Ngài Nietzsche Ở Cửa Hàng Tiện Lợi,3,3051,2,20,Comedy,Seinen,,,,,,,,,,,,,,,
Over Image,4,3049,1,34,Adult,Adventure,Manga,School Life,Sci-fi,,,,,,,,,,,,
Kiss Happiness Kiss,1,3047,8,50,Manga,One shot,,,,,,,,,,,,,,,
Quà giáng sinh,1,3047,5,43,Doujinshi,Shoujo Ai,,,,,,,,,,,,,,,
Hanamatsuri,5,3045,1,30,Manga,Romance,,,,,,,,,,,,,,,
Blood-Coloured Forbidden Territory,1,3043,15,49,Action,Manhua,One shot,Shounen,Supernatural,,,,,,,,,,,,
"Yamete Kudasai, Mabushii Desu",2,3042,1,28,Ngôn Tình,Romance,School Life,Shoujo Ai,Shounen,,,,,,,,,,,,
Orenji Yane no Chiisana Ie,10,3040,1,12,Action,Adult,Manga,One shot,School Life,Sports,,,,,,,,,,,
Toukyou Lastochika,2,3040,3,32,Historical,Ngôn Tình,Romance,Shoujo,Slice of Life,Tragedy,,,,,,,,,,,
Final Fantasy VII comic,2,3040,2,3,Adventure,Comic,Fantasy,Supernatural,,,,,,,,,,,,,
Private Teacher!(Manga) Katekyo! Dj – Creme Brulee,0,3039,6,29,Shoujo Ai,Shounen,,,,,,,,,,,,,,,
At each other's throat,11,3038,4,45,Comedy,Manhwa,School Life,Slice of Life,Thiếu Nhi,,,,,,,,,,,,
Zombie Romanticism,7,3038,3,23,Comedy,Romance,Shounen,,,,,,,,,,,,,,
Zero Distance Sentiment,1,3037,21,26,Doujinshi,Drama,Soft Yuri,,,,,,,,,,,,,,
Love Live! Doujinshi - Goodbye Melanconico,1,3036,10,25,Doujinshi,One shot,Shoujo Ai,,,,,,,,,,,,,,
Taiworld,1,3036,14,75,Action,Drama,Ecchi,Fantasy,,,,,,,,,,,,,
09Summer,1,3035,19,18,Doujinshi,Ngôn Tình,Romance,Shoujo,Slice of Life,,,,,,,,,,,,
Nightwing,12,3034,0,1,,,,,,,,,,,,,,,,,
Soul-Toy,5,3033,1,19,Action,Comedy,Manhwa,Romance,,,,,,,,,,,,,
Gouhou Drug,5,3033,1,18,Manga,Sci-fi,,,,,,,,,,,,,,,
Nuôi Dưỡng Thượng Thần,2,3032,9,17,Manhua,,,,,,,,,,,,,,,,
OMAMORI Magazine,3,3031,6,24,Action,Adult,Adventure,Manga,Sci-fi,,,,,,,,,,,,
Sore Ga Sekai No Futsu Ni Naru,2,3030,3,50,Drama,Josei,School Life,Sci-fi,Supernatural,,,,,,,,,,,,
Haru No Ogawa Wa Dokidoki Suru Yo,0,3029,22,85,Comedy,Romance,Shoujo,,,,,,,,,,,,,,
Hỏa Long,3,3029,2,55,Horror,Manhua,Martial Arts,Supernatural,,,,,,,,,,,,,
Collectors,55,3025,1,10,Comedy,Drama,Josei,Slice of Life,,,,,,,,,,,,,
Long Hổ Soái,4,3023,1,7,Action,Manhua,Martial Arts,Shounen,Supernatural,,,,,,,,,,,,
Ngọn Lửa Vượt Thời Gian,1,3022,12,39,Action,Adventure,Comedy,Historical,Mystery,One shot,Romance,Shounen,Slice of Life,,,,,,,,
Purikyu - Love Arrow,5,3022,2,19,,,,,,,,,,,,,,,,,
Thế Giới Ngọc Rồng - Hoán Đổi Thân Xác,1,3020,7,21,Action,Comedy,Comic,Shounen,,,,,,,,,,,,,
Khu rừng của Niini,2,3018,6,13,Comedy,Fantasy,Shounen Ai,,,,,,,,,,,,,,
Sora x Rira - Sorairo no Lila to Okubyou na Boku,6,3018,6,23,Romance,Seinen,,,,,,,,,,,,,,,
All-Star Superman,7,3017,1,2,Fantasy,,,,,,,,,,,,,,,,
[ Eiyuu To Shounen ] - Hero And Young Boy,1,3017,5,39,Drama,Shoujo Ai,Shounen,,,,,,,,,,,,,,
Trò Chơi Trộm Cắp Trái Tim,0,3013,15,188,Drama,Manhua,Webtoon,,,,,,,,,,,,,,
Mahou Shoujo Madoka★Magica ~The Different Story~,32,3012,1,24,Action,Drama,Fantasy,Seinen,Shoujo,Shoujo Ai,Supernatural,,,,,,,,,,
Abase the ace,1,3012,2,15,Comedy,One shot,Romance,Shounen,Slice of Life,Sports,Tragedy,,,,,,,,,,
Ruru Chouchou,0,3011,17,64,Comedy,Gender Bender,Historical,One shot,,,,,,,,,,,,,
Thám Tử Touma,5,3010,1,23,Comedy,Drama,Horror,Mystery,Psychological,School Life,Shounen,Slice of Life,,,,,,,,,
Kyou no Kerberos,4,3008,8,59,Comedy,Harem,Romance,Shounen,Supernatural,Việt Nam,,,,,,,,,,,
Hitogatana,8,3008,1,25,Action,Manga,,,,,,,,,,,,,,,
